id1,id2,title1,title2,jaccard_similarity
0707.3002,0709.0595,SIC-POVMs exist in all dimensions,Observables in multi-detector analyses of supernova neutrinos,0.7142857142857143
0707.3002,0708.1068,SIC-POVMs exist in all dimensions,Capability of multi-detector analyses on supernova neutrinos,0.7142857142857143
0704.2186,0705.0620,Metal and molecule cooling in simulations of structure formation,Generating Unexpected Spin Echoes in Dipolar Solids with Pi Pulses,0.7142857142857143
0705.0252,0706.2033,Power Allocation for Discrete-Input Non-Ergodic Block-Fading Channels,Power Allocation for Discrete-Input Delay-Limited Fading Channels,0.7127659574468085
0707.2906,0708.4087,"Two-loop renormalization of scalar and pseudoscalar fermion bilinears on
  the lattice",Higher loop renormalization of fermion bilinear operators,0.7123287671232876
0705.0056,0708.4255,Meta-Stable Brane Configurations with Five NS5-Branes,Meta-Stable Brane Configurations of Triple Product Gauge Groups,0.7083333333333334
0704.3784,0708.3203,"Scalar-tensor black holes coupled to Born-Infeld nonlinear
  electrodynamics","Scalar-tensor black holes coupled to Euler-Heisenberg nonlinear
  electrodynamics",0.7076923076923077
0704.2259,0710.0865,The Wiretap Channel with Feedback: Encryption over the Channel,Secrecy Capacity of the Wiretap Channel with Noisy Feedback,0.7073170731707317
0706.3279,0708.1845,"Measurement of the Branching Fraction for B^0 --> a1(1260)+-pi-+ with
  535 Million BBbar Pairs","Measurements of CP Violation Parameters in B0 -> Kspi0pi0 and B0 -> KsKs
  Decays",0.7058823529411765
0707.3273,0708.2547,"The ALFALFA Search for (Almost) Dark Galaxies across the HI Mass
  Function",HI Cosmology in the Local Universe with ALFALFA,0.7017543859649122
0708.3744,0708.3751,The Aharonov-Casher effect,Errors and paradoxes in quantum mechanics,0.7
0705.0960,0705.0962,Uniqueness Domains in the Workspace of Parallel Manipulators,Definition sets for the Direct Kinematics of Parallel Manipulators,0.6986301369863014
0709.3458,0709.3464,"Large-angle production of charged pions by 3 GeV/c - 12.9 GeV/c protons
  on beryllium, aluminium and lead targets","Large-angle production of charged pions by 3 GeV/c - 12 GeV/c protons on
  carbon, copper and tin targets",0.6956521739130435
0705.0759,0707.0165,Algorithmic Problems in Amalgams of Finite Groups,"Algorithmic Problems in Amalgams of Finite Groups: Conjugacy and
  Intersection Properties",0.6944444444444444
0705.0521,0709.2369,Dark matter and the first stars: a new phase of stellar evolution,"The Effect of Dark Matter on the First Stars: A New Phase of Stellar
  Evolution",0.6938775510204082
0710.1560,0710.1583,Manin's conjecture for a quartic del Pezzo surface with A_4 singularity,Manin's conjecture for a quintic del Pezzo surface with A_2 singularity,0.6923076923076923
0705.1183,0709.4671,Multiple Antenna Secure Broadcast over Wireless Networks,"Secrecy Capacity Region of a Multi-Antenna Gaussian Broadcast Channel
  with Confidential Messages",0.6896551724137931
0706.3979,0707.4657,The informational model - possible tests,The Informational Conception and Basic Physics,0.6896551724137931
0705.0056,0710.0180,Meta-Stable Brane Configurations with Five NS5-Branes,"Meta-Stable Brane Configurations of Multiple Product Gauge Groups with
  Orientifold 6 Plane",0.6862745098039216
0705.4560,0709.4551,A Near-Infrared Stellar Spectral Library: II. K-Band Spectra,A Near-Infrared Stellar Spectral Library: III. J-Band Spectra,0.6857142857142857
0705.1975,0707.4139,Heavy-quark production in massless quark scattering at two loops in QCD,Heavy-quark production in gluon fusion at two loops in QCD,0.6833333333333333
0708.0074,0708.2960,Rational solutions of the Noumi and Yamada system of type $A_4^{(1)}$,Rational Solutions of the Noumi and Yamada System of type $A_5^{(1)}$,0.6818181818181818
0706.3074,0706.4130,"A review of wildland fire spread modelling, 1990-present, 1: Physical
  and quasi-physical models","A review of wildland fire spread modelling, 1990-present 3: Mathematical
  analogues and simulation models",0.68
0707.3389,0709.2298,In-medium chiral SU(3) dynamics and hypernuclear structure,Hypernuclei and in-medium chiral dynamics,0.6785714285714286
0707.1779,0709.2964,"Variational formulation of the motion of an ideal fluid on the basis of
  gauge principle","Variational formulation of ideal fluid flows according to gauge
  principle",0.6785714285714286
0706.2115,0708.1067,"RNA polymerase motors on DNA track: effects of traffic congestion on RNA
  synthesis","Interacting RNA polymerase motors on DNA track: effects of traffic
  congestion and intrinsic noise on RNA synthesis",0.6777777777777778
0705.1765,0705.3619,"A New Class of String Cosmological Models in Cylindrically Symmetric
  Inhomogeneous Universe","A New Class of Inhomogeneous String Cosmological Models in General
  Relativity",0.6764705882352942
0708.1287,0710.2860,Universal derived equivalences of posets of tilting modules,Universal derived equivalences of posets of cluster tilting objects,0.6764705882352942
0704.0171,0709.2550,Discovery of a point-like very-high-energy gamma-ray source in Monoceros,The Monoceros very-high-energy gamma-ray source,0.675
0709.0665,0709.1428,Multiplicity fluctuations in relativistic nuclear collisions,Fluctuations in Statistical Models,0.6736842105263158
0710.0191,0710.2656,Physics Engineering in the Study of the Pioneer Anomaly,Pioneer Anomaly: Evaluating Newly Recovered Data,0.672566371681416
0706.1159,0706.1173,"A one dimensional analysis of turbulence and its intermittence for the
  d-dimensional stochastic Burgers equation","A one dimensional analysis of singularities and turbulence for the
  stochastic Burgers equation in d-dimensions",0.6721311475409836
0708.1603,0708.3466,How the First Stars Regulated Local Star Formation I: Radiative Feedback,Photoionization of Clustered Halos by the First Stars,0.6694214876033058
0705.3517,0708.0118,Holographic tachyon model of dark energy,Interacting holographic generalized Chaplygin gas model,0.6666666666666666
0706.3431,0710.0911,Motion of Hexagonal Pencil on an Inclined Plane,Discrete sets with minimal moment of inertia,0.6666666666666666
0709.2047,0710.0417,"Perturbational approach to the quantum capacity of additive Gaussian
  quantum channel","Quantum capacity of lossy channel with additive classical Gaussian noise
  : a perturbation approach",0.6666666666666666
0709.3791,0710.1996,"Moduli stabilization in 5D gauged supergravity with universal
  hypermultiplet and boundary superpotentials",Radius stabilization in 5D SUGRA models on orbifold,0.6666666666666666
0709.2482,0710.0815,Normal form of m-by-n-by-2 matrices for equivalence,"Canonical form of m-by-2-by-2 matrices over a field of characteristic
  other than two",0.6666666666666666
0707.4632,0709.2507,"Inverse Scattering Theory for One-Dimensional Schroedinger Operators
  with Steplike Periodic Potentials","Scattering Theory for Jacobi Operators with General Steplike
  Quasi-Periodic Background",0.6666666666666666
0704.3023,0708.2359,Fermions in the pseudoparticle approach,Fermionic fields in the pseudoparticle approach,0.6557377049180327
0710.1330,0710.2520,QCD thermodynamics with 2+1 flavors at nonzero chemical potential,The equation of state with nonzero chemical potential for 2+1 flavors,0.6551724137931034
0705.1410,0707.0724,Kinematics analysis of the parallel module of the VERNE machine,Workspace Analysis of the Parallel Module of the VERNE Machine,0.6507936507936508
0707.0706,0707.0708,"Quantization of massive scalar fields over static black string
  backgrounds","Vacuum polarization of massive spinor fields in static black-string
  backgrounds",0.6507936507936508
0707.0075,0707.0078,Herman's Theory Revisited,Herman's Theory Revisited (Extension),0.65
0704.3045,0708.2675,"A possible explanation why the Theta+ is seen in some experiments and
  not in others","An explanation why the Theta+ is seen in some experiments and not in
  others",0.6493506493506493
0706.1867,0708.1478,Exclusive rho0 electroproduction,Exclusive rho^0 production in deep inelastic scattering at HERA,0.6491228070175439
0707.3782,0707.3789,Interactive Small-Step Algorithms I: Axiomatization,"Interactive Small-Step Algorithms II: Abstract State Machines and
  the<br> Characterization Theorem",0.6491228070175439
0707.0026,0708.1500,"Introducing a Probabilistic Structure on Sequential Dynamical Systems,
  Simulation and Reduction of Probabilistic Sequential Networks","The reverse engineering problem with probabilities and sequential
  behavior: Probabilistic Sequential Networks",0.6491228070175439
0704.2728,0707.2696,"An automated system for lung nodule detection in low-dose computed
  tomography",Automated detection of lung nodules in low-dose computed tomography,0.648936170212766
0704.3391,0704.3396,"Lifetime Improvement in Wireless Sensor Networks via Collaborative
  Beamforming and Cooperative Transmission","Lifetime Improvement of Wireless Sensor Networks by Collaborative
  Beamforming and Cooperative Transmission",0.6460176991150443
0706.0652,0709.1908,"The Supersymmetric Parameter Space in Light of B-physics Observables and
  Electroweak Precision Data",Interplay of Electroweak Precision Observables and B Physics Observables,0.6458333333333334
0705.0427,0709.2305,The Integrals of Motion for the Deformed Virasoro Algebra,"The Integrals of Motion for the Deformed W-Algebra $W_{qt}(sl_N^)$ II:
  Proof of the commutation relations",0.6451612903225806
0705.0179,0707.2121,The integrals in Gradshteyn and Ryzhik. Part 4: The Gamma function,The integrals in Gradshteyn and Ryzhik. Part 6: the beta function,0.6428571428571429
0705.2402,0709.3440,"Beyond Collins and Sivers: further measurements of the target transverse
  spin-dependent azimuthal asymmetries in semi-inclusive DIS from COMPASS","New target transverse spin dependent azimuthal asymmetries from COMPASS
  experiment",0.6417910447761194
0706.2953,0710.2236,Running of $\alpha_s$ and $m_b$ in the MSSM,Running of $\alpha_s$ in the MSSM with three-loop accuracy,0.6388888888888888
0706.3231,0709.3106,World-sheet dynamics of ZZ branes,ZZ branes from a worldsheet perspective,0.6388888888888888
0707.2878,0710.2669,Determining the CP properties of the Higgs boson,"Probing CP properties of the Higgs Boson via \\boldmath{e^+e^-\\to t
  \\bar{t}\\phi",0.6363636363636364
0710.0130,0710.0134,Tests \`a la Hurewicz dans le plan,Complexit\'e des bor\'eliens \`a coupes d\'enombrables,0.6363636363636364
0706.1326,0710.2884,"The oscillation stability problem for the Urysohn sphere: A
  combinatorial approach",The Urysohn sphere is oscillation stable,0.6333333333333333
0705.3538,0710.1874,High Density QCD Physics with Heavy Ions in CMS,Soft probes of high density QCD physics with CMS,0.631578947368421
0705.1284,0708.3381,Workspace Analysis of the Orthoglide using Interval Analysis,"Architecture Optimization of a 3-DOF Translational Parallel Mechanism
  for Machining Applications, the Orthoglide",0.631578947368421
0707.2128,0709.0774,"Entropy of the Schwarzschild black hole to all orders in the Planck
  length","Entropy of (2+1)-dimensional de Sitter black hole to all orders in the
  Planck length",0.6285714285714286
0706.2247,0709.2689,A refinement of Khovanov-Rozansky link homology,An algorithm for solving the Independent Set problem,0.625
0708.0104,0708.0125,"Solutions to the nonlinear Schroedinger equation carrying momentum along
  a curve. Part II: proof of the existence result","Solutions to the nonlinear Schroedinger equation carrying momentum along
  a curve. Part I: study of the limit set and approximate solutions",0.625
0707.0247,0708.2245,A dynamical study of the pentaquark Theta+ state,Mathematical Modeling of Control Dynamical Systems,0.625
0706.3431,0708.2245,Motion of Hexagonal Pencil on an Inclined Plane,Mathematical Modeling of Control Dynamical Systems,0.625
0708.2162,0709.2689,Normal Surface Theory in Link Diagrams,An algorithm for solving the Independent Set problem,0.625
0707.0247,0707.3002,A dynamical study of the pentaquark Theta+ state,SIC-POVMs exist in all dimensions,0.625
0707.0247,0709.0595,A dynamical study of the pentaquark Theta+ state,Observables in multi-detector analyses of supernova neutrinos,0.625
0707.0247,0708.1068,A dynamical study of the pentaquark Theta+ state,Capability of multi-detector analyses on supernova neutrinos,0.625
0706.3431,0709.2689,Motion of Hexagonal Pencil on an Inclined Plane,An algorithm for solving the Independent Set problem,0.625
0705.1282,0705.1284,"Design of a Three-Axis Isotropic Parallel Manipulator for Machining
  Applications: The Orthoglide",Workspace Analysis of the Orthoglide using Interval Analysis,0.6226415094339622
0707.3188,0708.0849,"The cubic nonlinear Schr\\\"odinger equation in two dimensions with radial
  data","The mass-critical nonlinear Schr\\\"odinger equation with radial data in
  dimensions three and higher",0.6222222222222222
0704.0630,0708.2461,"The $e^+ e^-\\to K^+ K^- \\pi^+\\pi^-$, $K^+ K^- \\pi^0\\pi^0$ and $K^+ K^-
  K^+ K^-$ Cross Sections Measured with Initial-State Radiation","The $e^+ e^-\\to 2(\\pi^+\\pi^-)\\pi^0$, 2(\\pi^+\\pi^-)\\eta$, $K^+
  K^-\\pi^+\\pi^-\\pi^0$ and $K^+ K^-\\pi^+\\pi^-\\eta$ Cross Sections Measured with
  Initial-State Radiation",0.620253164556962
0706.2553,0708.2167,"Asymptotic freedom and quarks confinement treated through Thompson's
  approach","Thompson's renormalization group method applied to QCD at high energy
  scale",0.6178861788617886
0705.2276,0710.0786,"Measurements of the observed cross sections for $e^+e^- \\to$ light
  hadrons at $\\sqrt{s}=$ 3.773 and 3.650 GeV","Measurements of the observed cross sections for exclusive light hadron
  production in e^+e^- annihilation at \\sqrt{s}= 3.773 and 3.650 GeV",0.6176470588235294
0707.2758,0709.1698,"Measurement of the Semileptonic Decays B --> D tau nubar and B --> D*
  tau nubar","Observation of the Semileptonic Decays B --> D* tau nubar and Evidence
  for B --> D tau nubar",0.6170212765957447
0706.3722,0707.4057,"Measurement of Inclusive Jet Production in Deep-Inelastic Scattering at
  High Q^2 and Determination of the Strong Coupling","Inclusive Jet Production in DIS at High Q^2 and Extraction of the Strong
  Coupling",0.6166666666666667
0705.2241,0710.2486,A New Measure of Fine Tuning,Measuring Fine Tuning In Supersymmetry,0.6153846153846154
0706.0464,0706.0488,Jordan Triple Elementary Maps on Rings,Additivity of Jordan Elementary Maps on Rings,0.6153846153846154
0708.4255,0710.0180,Meta-Stable Brane Configurations of Triple Product Gauge Groups,"Meta-Stable Brane Configurations of Multiple Product Gauge Groups with
  Orientifold 6 Plane",0.6153846153846154
0704.3500,0705.1454,"Une plate-forme dynamique pour l'\\'evaluation des performances des bases
  de donn\\'ees \\`a objets",DOEF: A Dynamic Object Evaluation Framework,0.6145833333333334
0708.3801,0708.3803,Heavy-quark production from Glauber-Gribov theory at LHC,"Multiplicity and cold-nuclear matter effects from Glauber-Gribov theory
  at LHC",0.6129032258064516
0704.1063,0706.0945,SiO maser observations of a wide dust-temperature range sample,"Correlation between Infrared Colors and Intensity Ratios of SiO Maser
  Lines",0.6103896103896104
0707.3859,0709.2072,"Light-Front Dynamics and AdS/QCD Correspondence: The Pion Form Factor in
  the Space- and Time-Like Regions",AdS/CFT and Exclusive Processes in QCD,0.6086956521739131
0710.1996,0710.2715,Radius stabilization in 5D SUGRA models on orbifold,Off-shell dimensional reduction of 5D orbifold supergravity,0.6078431372549019
0710.1337,0710.2502,Search for Rare b-hadron Decays at CDF,Search for rare b-meson decays at CDF,0.6071428571428571
0704.0640,0706.1973,Skew-Hadamard matrices of orders 188 and 388 exist,"Skew-Hadamard matrices of orders 436, 580 and 988 exist",0.6071428571428571
0706.4007,0709.2241,"Transmission des forces dans un milieu compos\\'e de grains non
  sph\\'eriques",Influence of particle shape on shear stress in granular media,0.6052631578947368
0705.0904,0705.3623,"String Cosmological Model in Cylindrically Symmetric Inhomogeneous
  Universe with Electromagnetic Field","String Cosmological Model in Cylindrically Symmetric Inhomogeneous
  Universe with Electromagnetic Field II",0.6037735849056604
0706.4248,0708.4110,Gap Formation in the Dust Layer of 3D Protoplanetary Disks,"The effect of a planet on the dust distribution in a 3D protoplanetary
  disk",0.6033057851239669
0704.3501,0705.1453,Conception d'un banc d'essais d\'ecisionnel,DWEB: A Data Warehouse Engineering Benchmark,0.6021505376344086
0704.1104,0709.3090,"On the induction of the four-dimensional Lorentz-breaking non-Abelian
  Chern-Simons action",The ambiguity-free four-dimensional Lorentz-breaking Chern-Simons action,0.6
0707.1382,0710.0911,Thermal Phase in Bubbling Geometries,Discrete sets with minimal moment of inertia,0.6
0706.3438,0706.3442,Dijet correlations in $pp$ collisions at RHIC,Photon-jet correlations in hadronic collisions,0.6
0704.1333,0705.4047,"A dynamical version of the Mordell-Lang conjecture for the additive
  group",p-adic logarithms for polynomial dynamics,0.6
0705.1872,0709.4657,"Linear Relations and their Breakdown in High Energy Massive String
  Scatterings in Compact Spaces",Power-law Behavior of High Energy String Scatterings in Compact Spaces,0.5970149253731343
0705.3587,0709.1620,"Schr\\\"odinger-Wheeler-DeWitt equation in chaplygin gas FRW cosmological
  model","Quantum Stephani exact cosmological solutions and the selection of time
  variable",0.5964912280701754
0704.0863,0706.3754,A binary model for the UV-upturn of elliptical galaxies (MNRAS version),Binary Stars as the Source of the Far-UV Excess in Elliptical Galaxies,0.5952380952380952
0707.0138,0708.4089,Search for B -> h(*) nu nubar Decays at Belle,Measurement of B -> D*- tau+ nu and B -> h(*) nu nubar Decays at Belle,0.59375
0707.4337,0710.2619,"Double Lepton Polarization in $\\Lambda_b -->\\Lambda l^+ l^-$ Decay in
  the Standard Model with Fourth Generations Scenario","The Effects of Fourth Generation on the double Lepton Polarization in B
  \\rar K \\ell^+ \\ell^- decay",0.5918367346938775
0705.4402,0710.1154,"What the Infrared Behaviour of QCD Vertex Functions in Landau gauge can
  tell us about Confinement","Dynamically induced scalar quark confinement: A link between chiral
  symmetry breaking and confinement",0.5915492957746479
0705.1992,0705.3006,Integral group ring of the Mathieu simple group M24,Integral group ring of Rudvalis simple group,0.5909090909090909
0705.3002,0705.3006,Integral group ring of the McLaughlin simple group,Integral group ring of Rudvalis simple group,0.5909090909090909
0704.3851,0706.0739,The Statistics of Supersonic Isothermal Turbulence,Scaling Laws and Intermittency in Highly Compressible Turbulence,0.5897435897435898
0706.1798,0706.3484,"New QCD fits to HERA data and search for exclusive events at the
  Tevatron",Diffraction at HERA and implications for Tevatron and LHC,0.5882352941176471
0706.1204,0706.3913,"Analytical Form of Current-Voltage Characteristic of a Parallel-Plane
  Ionization Chamber","Current-voltage characteristic of parallel-plane ionization chamber with
  inhomogeneous ionization",0.5882352941176471
0705.3808,0706.0329,"Parabolic equations with measurable coefficients in $L_p$-spaces with
  mixed norms","Parabolic equations with partially VMO coefficients and boundary value
  problems in Sobolev spaces with mixed norms",0.5882352941176471
0706.1547,0707.4016,"Two-loop Corrections for Nuclear Matter in a Covariant Effective Field
  Theory",Loop Corrections and Naturalness in a Chiral Effective Field Theory,0.5871559633027523
0704.1022,0705.4116,"Almost sure functional central limit theorem for non-nestling random
  walk in random environment","Almost sure functional central limit theorem for ballistic random walk
  in random environment",0.5853658536585366
0707.1846,0708.3034,"Dust formation by bubble-burst phenomenon at the surface of a liquid
  steel bath",Dust formation in electric arc furnace : birth of the particles,0.5842696629213483
0710.0131,0710.0132,Uniformisations partielles et crit\`eres \`a la Hurewicz dans le plan,Classes de Wadge potentielles des bor\'eliens \`a coupes d\'enombrables,0.5833333333333334
0704.0530,0707.3522,"Noncommutative Solitons in a Supersymmetric Chiral Model in 2+1
  Dimensions",Supersymmetric noncommutative solitons,0.5833333333333334
0704.2334,0705.2926,"No interactions for a collection of spin-two fields intermediated by a
  massive Rarita-Schwinger field","No interactions for a collection of Weyl gravitons intermediated by a
  scalar field",0.582089552238806
0705.0791,0707.1914,Towards a New Standard Model for Black Hole Accretion,Towards a New Standard Theory for Astrophysical Disk Accretion,0.58
0704.0369,0707.4545,"The effect of Topcolor Assisted Technicolor, and other models, on
  Neutrino Oscillation","Constraints on New Physics from Long Baseline Neutrino Oscillation
  Experiments",0.5795454545454546
0704.0736,0705.2294,$p$-Adic Haar multiresolution analysis,$p$-Adic Haar multiresolution analysis and pseudo-differential operators,0.5783132530120482
0705.3894,0707.2199,Is Thick Brane Model Consistent with the Recent Observations?,"Observational constraints on the braneworld model with brane-bulk energy
  exchange",0.5775862068965517
0704.2158,0706.3442,Photon-jet correlations in $pp$ and $p \bar p$ collisions,Photon-jet correlations in hadronic collisions,0.576271186440678
0705.2415,0705.2417,GRB970228 as a prototype for short GRBs with afterglow,Theoretical interpretation of GRB 011121,0.5757575757575758
0708.4128,0710.2160,"On radio emission of the Geminga pulsar and RBS 1223 at the frequency of
  111 MHz","A search for pulsed radio emission from anomalous X-ray pulsar 4U
  0142+61 at the frequency of 111 MHz",0.5757575757575758
0708.0050,0709.4165,"Evidence for charged B meson decays to a1(1260)+/- pi0 and a1(1260)0
  pi+/-","Observation of B^+ Meson Decays to a1(1260)^+ K^0 and B^0 to a1(1260)^-
  K^+",0.5757575757575758
0704.3415,0705.2202,Quantum decoherence in the theory of open systems,"Quantum decoherence and classical correlations of the harmonic
  oscillator in the Lindblad theory",0.575
0705.0449,0709.1941,Multiresolution Approximation of Polygonal Curves in Linear Complexity,"Speeding up Simplification of Polygonal Curves using Nested
  Approximations",0.5714285714285714
0709.1824,0710.2010,Monte Carlo Simulations for NLO Chargino Production at the ILC,NLO Event Simulation for Chargino Production at the ILC,0.5714285714285714
0704.2321,0705.2926,No multi-graviton theories in the presence of a Dirac field,"No interactions for a collection of Weyl gravitons intermediated by a
  scalar field",0.5714285714285714
0704.2656,0704.3407,"Couplings between a collection of BF models and a set of three-form
  gauge fields",On the generalized Freedman-Townsend model,0.5694444444444444
0705.2276,0705.2796,"Measurements of the observed cross sections for $e^+e^- \\to$ light
  hadrons at $\\sqrt{s}=$ 3.773 and 3.650 GeV",Recent Results on non$-D\bar D$ decays of $\psi(3770)$ from BES,0.5675675675675675
0704.3446,0710.1843,Phenomenology of GUT-less Supersymmetry Breaking,Dark Matter Phenomenology of GUT-less SUSY Breaking,0.5670103092783505
0708.0299,0710.2948,Spectral properties of quarks above T_c in quenched lattice QCD,Spectral Properties of Quarks in the Quark-Gluon Plasma,0.5666666666666667
0705.4326,0705.4327,"Multiplicity and stability of closed geodesics on bumpy Finsler
  3-spheres",Multiple closed geodesics on bumpy Finsler $n$-spheres,0.5652173913043478
0710.2386,0710.2973,Local Convexity Properties of j-metric Balls,Local Convexity Properties of Quasihyperbolic Balls in Punctured Space,0.5625
0705.1343,0705.1399,"The Optimal Design of Three Degree-of-Freedom Parallel Mechanisms for
  Machining Applications",A New Concept of Modular Parallel Mechanism for Machining Applications,0.5625
0706.4441,0708.3027,"Free $n$-distributions: holonomy, sub-Riemannian structures, Fefferman
  constructions and dual distributions","Free 3-distributions: holonomy, Fefferman constructions and dual
  distributions",0.5625
0706.3651,0709.0630,"Super strong nuclear force caused by migrating Kbar mesons - Revival of
  the Heitler-London-Heisenberg scheme in kaonic nuclear clusters","The basic K nuclear cluster K- pp and its enhanced formation in the p +
  p -> K+ + X reaction",0.5617977528089888
0705.4327,0709.1243,Multiple closed geodesics on bumpy Finsler $n$-spheres,The existence of two closed geodesics on every Finsler 2-sphere,0.56
0705.0947,0709.3174,"String Junction and Diffusion of Baryon Charge in Multiparticle
  Production Processes","Midrapidity Production of Secondaries in pp Collisions at RHIC and LHC
  Energies in the Quark-Gluon String Model",0.5588235294117647
0707.2430,0707.3317,"A study of logarithmic corrections and universal amplitude ratios in the
  two-dimensional 4-state Potts model","Logarithmic corrections and universal amplitude ratios in the 4-state
  Potts model",0.5581395348837209
0710.2575,0710.2576,Scattering of a Klein-Gordon particle by a Hulth\'en potential,"Transmission resonances for a Dirac particle in a one-dimensional
  Hulth\\'en potential",0.5581395348837209
0705.0759,0706.0101,Algorithmic Problems in Amalgams of Finite Groups,Reading Off Kurosh Decompositions,0.5581395348837209
0705.3534,0710.1157,On circulant states with positive partial transpose,Multipartite circulant states with positive partial transposes,0.5573770491803278
0708.2245,0710.0911,Mathematical Modeling of Control Dynamical Systems,Discrete sets with minimal moment of inertia,0.5555555555555556
0706.3431,0707.0247,Motion of Hexagonal Pencil on an Inclined Plane,A dynamical study of the pentaquark Theta+ state,0.5555555555555556
0706.4398,0709.2199,"Strong-Coupling Superconductivity of CeIrSi$_3$ with the
  Non-centrosymmetric Crystal Structure","High pressure study on the strong-coupling superconductivity in
  non-centrosymmetric compound CeIrSi_3",0.5555555555555556
0706.1693,0706.2537,"Unsymmetrical and symmetrical one-range addition theorems for Slater
  type orbitals and Coulomb-Yukawa like correlated interaction potentials of
  integer and noninteger indices","One-Range Addition Theorems in Terms of -ETOs for STOs and
  Coulomb-Yukawa Like Correlated Interaction Potentials of Integer and
  Noninteger Indices",0.5555555555555556
0706.2247,0708.2162,A refinement of Khovanov-Rozansky link homology,Normal Surface Theory in Link Diagrams,0.5555555555555556
0707.1382,0709.2689,Thermal Phase in Bubbling Geometries,An algorithm for solving the Independent Set problem,0.5555555555555556
0706.3431,0708.2162,Motion of Hexagonal Pencil on an Inclined Plane,Normal Surface Theory in Link Diagrams,0.5555555555555556
0709.2689,0710.0911,An algorithm for solving the Independent Set problem,Discrete sets with minimal moment of inertia,0.5555555555555556
0705.2198,0710.2795,Charmonium at high temperature in two-flavor QCD,Charmonium properties in the quark-gluon plasma,0.5555555555555556
0706.2247,0706.3431,A refinement of Khovanov-Rozansky link homology,Motion of Hexagonal Pencil on an Inclined Plane,0.5555555555555556
0706.2247,0707.0513,A refinement of Khovanov-Rozansky link homology,On the zero-temperature limit of one-dimensional Gibbs measures,0.5555555555555556
0707.1382,0708.2245,Thermal Phase in Bubbling Geometries,Mathematical Modeling of Control Dynamical Systems,0.5555555555555556
0705.1273,0708.2245,On regularity of SLE_8 curves,Mathematical Modeling of Control Dynamical Systems,0.5555555555555556
0705.0433,0707.2887,"Physical properties of the jet in 0836+710 revealed by its transversal
  structure","Kelvin-Helmholtz modes revealed by the transversal structure of the jet
  in 0836+710",0.5520833333333334
0707.3900,0707.3909,"Schr\\\"odinger operators on armchair nanotubes. II","Schr\\\"odinger operators on armchair nanotubes. I",0.5517241379310345
0705.0686,0707.0123,"Identified particle measurements at large transverse momenta from p+p to
  Au+Au collisions at RHIC","Identified particle measurements at large transverse momenta in Cu+Cu
  collisions at RHIC",0.5512820512820513
0706.0101,0707.0165,Reading Off Kurosh Decompositions,"Algorithmic Problems in Amalgams of Finite Groups: Conjugacy and
  Intersection Properties",0.55
0706.3074,0706.4128,"A review of wildland fire spread modelling, 1990-present, 1: Physical
  and quasi-physical models","A review of wildland fire spread modelling, 1990-present 2: Empirical
  and quasi-empirical models",0.5487804878048781
0705.3095,0708.0872,"Decay of massive scalar hair in the background of a dilaton gravity
  black hole",Decay of massive hair on brane black hole,0.5476190476190477
0708.4413,0710.2135,IC 4406: a radio-infrared comparison,IC 4406: a radio-infrared view,0.5466666666666666
0707.3242,0707.4337,"Double Lepton Polarization Forward--Backward Asymmetries in B \\rar
  K^\\ast \\ell^+ \\ell^- Decay in the SM4","Double Lepton Polarization in $\\Lambda_b -->\\Lambda l^+ l^-$ Decay in
  the Standard Model with Fourth Generations Scenario",0.5454545454545454
0708.2356,0708.2357,Abundant stable gauge field hair for black holes in anti-de Sitter space,"Soliton and black hole solutions of su(N) Einstein-Yang-Mills theory in
  anti-de Sitter space",0.5454545454545454
0709.0728,0709.3019,Coherent pion production in neutrino-nucleus collisions,Neutrino-induced coherent pion production,0.543859649122807
0705.2068,0705.3871,Hawking radiation from black holes in de Sitter spaces,"Anomalies and de Sitter radiation from the generic black holes in de
  Sitter spaces",0.5421686746987951
0705.1992,0705.2391,Integral group ring of the Mathieu simple group M24,Torsion units in integral group ring of Higman-Sims simple group,0.5416666666666666
0705.2391,0705.3002,Torsion units in integral group ring of Higman-Sims simple group,Integral group ring of the McLaughlin simple group,0.5416666666666666
0704.0783,0704.0787,Stability of a finite volume scheme for the incompressible fluids,Convergence of a finite volume scheme for the incompressible fluids,0.5416666666666666
0706.2716,0707.3189,Fusion algebra of critical percolation,Fusion Algebras of Logarithmic Minimal Models,0.5392156862745098
0704.1273,0706.0972,Coniveau over $p$-adic fields and points over finite fields,"Congruence for rational points over finite fields and coniveau over
  local fields",0.5384615384615384
0708.2003,0708.2005,The logarithmic Sobolev inequality along the Ricci flow in dimension 2,"The logarithmic Sobolev inequality along the Ricci flow: the case
  $\\lambda_0(g_0)=0$",0.5384615384615384
0706.0956,0710.2423,"Search for deconfinement in the cluster at ultrarelativistic heavy ion
  collisions","Centrality dependence of some characteristics of relativistic nuclear
  interactions and percolation cluster formation",0.5384615384615384
0705.0964,0710.0665,Infrared Gluon and Ghost Propagator Exponents From Lattice QCD,Infrared exponents of gluon and ghost propagators from Lattice QCD,0.5384615384615384
0707.1540,0708.4044,"Two-Frequency Radiative Transfer. II: Maxwell Equations in Random
  Dielectrics","Mutual Coherence of Polarized Light in Disordered Media: Two-Frequency
  Method Extended",0.5365853658536586
0704.0375,0709.4322,"Rich methane premixed laminar flames doped by light unsaturated
  hydrocarbons - Part I : allene and propyne","Rich methane laminar flames doped with light unsaturated hydrocarbons.
  Part II: 1,3butadiene",0.5350877192982456
